LMT Date,LMT Time,Latitude,Longitude,Elevation
2012/10/25,21:00:44,-33.8489932,19.1831978,1748.65
2012/10/26,0:00:32,-33.8145696,19.1540866,1747.92
2012/10/26,3:00:45,-33.8111430,19.1515908,1215.76
2012/10/26,9:02:09,-33.7965958,19.1040912,561.44
2012/10/26,12:01:17,-33.7983395,19.0947730,552.91
2012/10/26,15:00:37,-33.8066316,19.0847874,336.62
2012/10/26,18:00:43,-33.8220981,19.0877415,350.25
2012/10/26,21:00:37,-33.8313352,19.0754367,261.92
2012/10/27,0:01:05,-33.8321706,19.0478889,314.05
2012/10/27,3:00:37,-33.8321414,19.0479188,320.67
2012/10/27,6:01:05,-33.8420514,19.0360796,496.51
2012/10/27,9:00:38,-33.8337390,19.0202533,483.74
2012/10/27,12:01:58,-33.8312425,19.0168940,386.82
2012/10/27,15:00:32,-33.8286370,19.0126781,385.18
2012/10/27,18:01:06,-33.8267341,19.0122130,287
2012/10/27,21:00:44,-33.8066369,19.0014770,326.76
2012/10/28,0:00:43,-33.8069097,19.0011453,313.92
2012/10/28,3:00:43,-33.7964508,19.0050394,331.98
2012/10/28,6:00:43,-33.7859263,19.0045162,362.93
2012/10/28,9:00:43,-33.7862065,19.0146026,530.46
2012/10/28,12:01:52,-33.7805106,19.0165034,530.73
2012/10/28,15:00:38,-33.7799315,19.0167530,558.42
2012/10/28,18:00:43,-33.7776798,19.0182461,602.68
2012/10/28,21:00:37,-33.7748445,19.0180413,428.99
2012/10/29,0:00:43,-33.7727161,19.0346749,733.45
2012/10/29,3:00:43,-33.7707031,19.0448172,509.69
2012/10/29,9:00:43,-33.7944330,19.0621077,671.78
2012/10/29,12:00:38,-33.7972640,19.0615036,461.49
2012/10/29,15:00:44,-33.8033928,19.0733097,359.14
2012/10/29,18:00:43,-33.8102624,19.0874793,331.88
2012/10/29,21:00:43,-33.8226158,19.0972474,327.42
2012/10/30,0:00:43,-33.8314814,19.1191335,377.81
2012/10/30,3:00:43,-33.8368137,19.1245022,379.04
2012/10/30,6:01:05,-33.8369587,19.1283535,412.51
2012/10/30,9:00:46,-33.8407565,19.1346980,412.66
2012/10/30,12:01:07,-33.8459544,19.1352582,457.74
2012/10/30,15:00:43,-33.8471855,19.1394229,460.57
2012/10/30,18:00:43,-33.8507006,19.1418126,432.15
2012/10/30,21:00:43,-33.8457079,19.1295824,381.81
2012/10/31,0:01:47,-33.8373055,19.1229641,358.72
2012/10/31,6:01:14,-33.8378889,19.1224864,364.54
2012/10/31,9:00:40,-33.8379014,19.1224557,364.28
2012/10/31,12:00:43,-33.8378959,19.1224628,361.6
2012/10/31,15:00:44,-33.8376523,19.1225699,364.19
2012/10/31,18:00:43,-33.8378040,19.1224106,364.22
2012/10/31,21:00:35,-33.8376590,19.1225805,361.28
2012/11/1,0:00:43,-33.8376908,19.1225766,368.58
2012/11/1,3:00:43,-33.8376733,19.1225864,371.48
2012/11/1,6:00:43,-33.8379360,19.1224593,365.72
2012/11/1,12:00:45,-33.8379225,19.1225284,357.19
2012/11/1,15:00:44,-33.8379613,19.1220325,365.13
2012/11/1,18:01:08,-33.8379741,19.1220192,363.02
2012/11/1,21:00:44,-33.8387184,19.1176540,344.02
2012/11/2,0:00:43,-33.8373086,19.1121086,338.45
2012/11/2,6:01:46,-33.8345006,19.0945431,440.33
2012/11/2,15:00:43,-33.8344694,19.0938355,540.67
2012/11/2,18:00:43,-33.8345682,19.0938191,542.28
2012/11/2,21:00:43,-33.8322317,19.0735268,262.62
2012/11/3,0:00:43,-33.8284459,19.0747191,355.74
2012/11/3,3:00:43,-33.8085470,19.0671427,700.48
2012/11/3,6:01:46,-33.7956899,19.0389140,785.28
2012/11/3,15:01:07,-33.7816989,19.0340648,770.72
2012/11/3,18:00:43,-33.7763190,19.0349931,702.46
2012/11/3,21:00:44,-33.7713816,19.0438829,548.26
2012/11/4,0:00:45,-33.7766869,19.0539154,1017.38
2012/11/4,3:00:44,-33.7804072,19.0644791,1171.97
2012/11/4,6:00:43,-33.7929445,19.0929846,639.82
2012/11/4,9:00:43,-33.7959462,19.1051040,591.79
2012/11/4,12:01:43,-33.8012437,19.1073685,591.19
2012/11/4,18:01:44,-33.7991657,19.0916725,380.05
2012/11/4,21:00:43,-33.8221435,19.1152140,495.45
2012/11/5,0:00:43,-33.8302053,19.1302327,441.74
2012/11/5,3:00:54,-33.8423888,19.1304128,415.54
2012/11/5,6:00:37,-33.8536200,19.1421218,417.89
2012/11/5,9:01:02,-33.8564075,19.1455703,436.23
2012/11/5,12:02:06,-33.8554043,19.1496932,436.98
2012/11/5,15:00:43,-33.8546813,19.1514011,481.14
2012/11/5,18:01:02,-33.8577626,19.1500816,440.13
2012/11/5,21:00:43,-33.8597352,19.1542119,476.55
2012/11/6,0:01:32,-33.8627424,19.1635442,525
2012/11/6,3:01:02,-33.8630090,19.1657713,524.01
2012/11/6,6:00:46,-33.8598214,19.1626631,571.78
2012/11/6,9:01:12,-33.8547082,19.1694817,627.48
