LMT Date,LMT Time,Latitude,Longitude
2013/9/22,15:00:00,-33.4309183,19.2549800
2013/9/22,18:00:00,-33.4307617,19.2558017
2013/9/22,21:00:00,-33.4320317,19.2596383
2013/9/23,00:00:00,-33.4260017,19.2620317
2013/9/23,03:00:00,-33.4271783,19.2669267
2013/9/23,06:00:00,-33.4310633,19.2648400
2013/9/23,09:00:00,-33.4261983,19.2668583
2013/9/23,12:00:00,-33.4259333,19.2670967
2013/9/23,15:00:00,-33.4258450,19.2671350
2013/9/23,18:00:00,-33.4258267,19.2682333
2013/9/23,21:00:00,-33.4215467,19.2754900
2013/9/24,00:00:00,-33.4207867,19.2757567
2013/9/24,03:00:00,-33.4207367,19.2762750
2013/9/24,06:00:00,-33.4206750,19.2758333
2013/9/24,09:00:00,-33.4206583,19.2758717
2013/9/24,12:00:00,-33.4207583,19.2759267
2013/9/24,15:00:00,-33.4206767,19.2759400
2013/9/24,18:00:00,-33.4210550,19.2754817
2013/9/24,21:00:00,-33.4193000,19.2856033
2013/9/25,00:00:00,-33.4164800,19.2586400
2013/9/25,03:00:00,-33.4165833,19.2584083
2013/9/25,06:00:00,-33.4130450,19.2548217
2013/9/25,09:00:00,-33.4132317,19.2550667
2013/9/25,12:00:00,-33.4131567,19.2550400
2013/9/25,15:00:00,-33.4131450,19.2550650
2013/9/25,18:00:00,-33.4129900,19.2554533
2013/9/25,21:00:00,-33.4039833,19.2514533
2013/9/26,00:00:00,-33.4012750,19.2493250
2013/9/26,03:00:00,-33.4061683,19.2350617
2013/9/26,06:00:00,-33.3973850,19.2242100
2013/9/26,09:00:00,-33.3989433,19.2245100
2013/9/26,12:00:00,-33.3979783,19.2246767
2013/9/26,15:00:00,-33.3979233,19.2248933
2013/9/26,18:00:00,-33.3979800,19.2250650
2013/9/26,21:00:00,-33.3954500,19.2262367
2013/9/27,00:00:00,-33.3955350,19.2261833
2013/9/27,03:00:00,-33.3950217,19.2280217
2013/9/27,06:00:00,-33.3950317,19.2280817
2013/9/27,09:00:00,-33.3864583,19.2405567
2013/9/27,12:00:00,-33.3821550,19.2373167
2013/9/27,15:00:00,-33.3820983,19.2384000
2013/9/27,18:00:00,-33.3821933,19.2386533
2013/9/27,21:00:00,-33.3819467,19.2374550
2013/9/28,00:00:00,-33.3819800,19.2374933
2013/9/28,03:00:00,-33.3820067,19.2374733
2013/9/28,06:00:00,-33.3820517,19.2371700
2013/9/28,09:00:00,-33.3793083,19.2365250
2013/9/28,12:00:00,-33.3771667,19.2358033
2013/9/28,15:00:00,-33.3772083,19.2354783
2013/9/28,18:00:00,-33.3756250,19.2357667
2013/9/28,21:00:00,-33.3790667,19.2380433
2013/9/29,00:00:00,-33.3805450,19.2440767
2013/9/29,03:00:00,-33.3804800,19.2440217
2013/9/29,06:00:00,-33.3891300,19.2533950
2013/9/29,09:00:00,-33.4048717,19.2647533
2013/9/29,12:00:00,-33.4048433,19.2647933
2013/9/29,15:00:00,-33.4044250,19.2742283
2013/9/29,18:00:00,-33.4091850,19.2814100
2013/9/29,21:00:00,-33.3967250,19.2841167
2013/9/30,00:00:00,-33.3914033,19.2904733
2013/9/30,06:00:00,-33.3894117,19.2970567
2013/9/30,09:00:00,-33.3902183,19.3096467
2013/9/30,12:00:00,-33.3947100,19.3142950
2013/9/30,18:00:00,-33.3951783,19.3160700
2013/9/30,21:00:00,-33.3979950,19.3401483
2013/10/1,00:00:00,-33.3964900,19.3452867
2013/10/1,03:00:00,-33.4010283,19.3589467
2013/10/1,06:00:00,-33.4010700,19.3585867
2013/10/1,09:00:00,-33.4011483,19.3585467
2013/10/1,12:00:00,-33.4017267,19.3597617
2013/10/1,18:00:00,-33.4058433,19.3630333
2013/10/1,21:00:00,-33.4160000,19.3809550
2013/10/2,00:00:00,-33.4162617,19.3793300
2013/10/2,03:00:00,-33.4164783,19.3792533
2013/10/2,06:00:00,-33.4278933,19.3927967
2013/10/2,09:00:00,-33.4280350,19.3960600
2013/10/2,12:00:00,-33.4278867,19.3958733
2013/10/2,15:00:00,-33.4279000,19.3960933
2013/10/2,18:00:00,-33.4265283,19.3955633
2013/10/2,21:00:00,-33.4246950,19.4060033
2013/10/3,00:00:00,-33.4223300,19.4276500
2013/10/3,03:00:00,-33.4262450,19.4256050
2013/10/3,06:00:00,-33.4282917,19.4259617
2013/10/3,09:00:00,-33.4287183,19.4321150
2013/10/3,12:00:00,-33.4286550,19.4434667
2013/10/3,15:00:00,-33.4282883,19.4452550
2013/10/3,18:00:00,-33.4146600,19.4529533
2013/10/3,21:00:00,-33.4064483,19.4567150
2013/10/4,00:00:00,-33.4125283,19.4446833
2013/10/4,03:00:00,-33.4209917,19.4228100
2013/10/4,06:00:00,-33.4209350,19.4227933
2013/10/4,09:00:00,-33.4222800,19.4228950
2013/10/4,12:00:00,-33.4243700,19.4190183
2013/10/4,15:00:00,-33.4252817,19.4115583
2013/10/4,18:00:00,-33.4276467,19.4040917
2013/10/4,21:00:00,-33.4216683,19.4166117
2013/10/5,00:00:00,-33.4254417,19.3981633
2013/10/5,03:00:00,-33.4250617,19.3956967
2013/10/5,06:00:00,-33.4243650,19.3941967
2013/10/5,09:00:00,-33.4243850,19.3941800
2013/10/5,12:00:00,-33.4238967,19.3817917
2013/10/5,15:00:00,-33.4157267,19.3755433
2013/10/5,18:00:00,-33.4124817,19.3671017
2013/10/5,21:00:00,-33.4024900,19.3613483
2013/10/6,00:00:00,-33.4024617,19.3614133
2013/10/6,03:00:00,-33.4025367,19.3614383
2013/10/6,06:00:00,-33.4014450,19.3598667
2013/10/6,09:00:00,-33.4014417,19.3598817
2013/10/6,12:00:00,-33.4013983,19.3598300
2013/10/6,15:00:00,-33.4009600,19.3592133
2013/10/6,18:00:00,-33.4011350,19.3590200
2013/10/6,21:00:00,-33.4003400,19.3569783
2013/10/7,00:00:00,-33.3978967,19.3493233
2013/10/7,03:00:00,-33.3977417,19.3487033
2013/10/7,06:00:00,-33.3974183,19.3491650
2013/10/7,09:00:00,-33.3974250,19.3491650
2013/10/7,12:00:00,-33.3971867,19.3480500
2013/10/7,15:00:00,-33.3974667,19.3479183
2013/10/7,18:00:00,-33.3971267,19.3478150
2013/10/7,21:00:00,-33.3965317,19.3463733
2013/10/8,00:00:00,-33.3961950,19.3444883
2013/10/8,03:00:00,-33.3961933,19.3445100
2013/10/8,06:00:00,-33.3963000,19.3427633
2013/10/8,09:00:00,-33.3995517,19.3352933
2013/10/8,12:00:00,-33.3986300,19.3337917
2013/10/8,15:00:00,-33.3985150,19.3318750
2013/10/8,18:00:00,-33.3964000,19.3252533
2013/10/8,21:00:00,-33.3921717,19.3120683
2013/10/9,00:00:00,-33.3809550,19.2950833
2013/10/9,03:00:00,-33.3809783,19.2904717
2013/10/9,06:00:00,-33.3721250,19.2852667
2013/10/9,09:00:00,-33.3721650,19.2852267
2013/10/9,12:00:00,-33.3726083,19.2858900
2013/10/9,15:00:00,-33.3688033,19.2827367
2013/10/9,18:00:00,-33.3660933,19.2795467
2013/10/9,21:00:00,-33.3583217,19.2894017
2013/10/10,00:00:00,-33.3544367,19.2880100
2013/10/10,03:00:00,-33.3544150,19.2878050
2013/10/10,12:00:00,-33.3532383,19.2863583
2013/10/10,15:00:00,-33.3531550,19.2863350
2013/10/10,18:00:00,-33.3530117,19.2862567
2013/10/10,21:00:00,-33.3398333,19.2806733
2013/10/11,00:00:00,-33.3238850,19.2761317
2013/10/11,03:00:00,-33.3089033,19.2806367
2013/10/11,06:00:00,-33.3016133,19.2825250
2013/10/11,09:00:00,-33.2999283,19.2857200
2013/10/11,12:00:00,-33.2999267,19.2857233
2013/10/11,15:00:00,-33.2999267,19.2856767
2013/10/11,18:00:00,-33.2988650,19.2860833
2013/10/11,21:00:00,-33.2940450,19.2765700
2013/10/12,00:00:00,-33.2918700,19.2731983
2013/10/12,03:00:00,-33.2921133,19.2733617
2013/10/12,06:00:00,-33.2895017,19.2758017
2013/10/12,09:00:00,-33.2870650,19.2788267
2013/10/12,12:00:00,-33.2870567,19.2788050
2013/10/12,15:00:00,-33.2713600,19.2851167
2013/10/12,18:00:00,-33.2684783,19.2877100
2013/10/12,21:00:00,-33.2636767,19.3100400
2013/10/13,00:00:00,-33.2499967,19.3228817
2013/10/13,03:00:00,-33.2497450,19.3134583
2013/10/13,06:00:00,-33.2550183,19.3106633
2013/10/13,09:00:00,-33.2610883,19.3072250
2013/10/13,15:00:00,-33.2630933,19.3094050
2013/10/13,18:00:00,-33.2717417,19.3080617
2013/10/13,21:00:00,-33.2808917,19.3013267
2013/10/14,00:00:00,-33.2843717,19.2934517
2013/10/14,03:00:00,-33.2868167,19.2887633
2013/10/14,06:00:00,-33.3089533,19.2809017
2013/10/14,09:00:00,-33.3060617,19.2784300
2013/10/14,12:00:00,-33.3061167,19.2764417
2013/10/14,15:00:00,-33.3072467,19.2738033
2013/10/14,18:00:00,-33.3132100,19.2722333
2013/10/14,21:00:00,-33.3174300,19.2788017
2013/10/15,00:00:00,-33.3192633,19.2803833
2013/10/15,03:00:00,-33.3192967,19.2803617
2013/10/15,06:00:00,-33.3277633,19.2783483
2013/10/15,09:00:00,-33.3276950,19.2781800
2013/10/15,12:00:00,-33.3293433,19.2767700
2013/10/15,15:00:00,-33.3312817,19.2757917
2013/10/15,18:00:00,-33.3323733,19.2674083
2013/10/15,21:00:00,-33.3421667,19.2770567
2013/10/16,00:00:00,-33.3480983,19.2871267
2013/10/16,03:00:00,-33.3540000,19.2879367
2013/10/16,06:00:00,-33.3671650,19.2836050
2013/10/16,12:00:00,-33.3717450,19.2830000
2013/10/16,15:00:00,-33.3739367,19.2819933
2013/10/16,18:00:00,-33.3803517,19.2805067
2013/10/16,21:00:00,-33.3886250,19.2852217
2013/10/17,00:00:00,-33.3908867,19.2830617
2013/10/17,03:00:00,-33.3908450,19.2849883
2013/10/17,06:00:00,-33.3893467,19.2837517
2013/10/17,09:00:00,-33.3893517,19.2837383
2013/10/17,12:00:00,-33.3891783,19.2837600
2013/10/17,15:00:00,-33.3899233,19.2835750
2013/10/17,18:00:00,-33.3902617,19.2839883
2013/10/17,21:00:00,-33.3806900,19.2867033
2013/10/18,00:00:00,-33.3811117,19.2949517
2013/10/18,03:00:00,-33.3853683,19.2928517
2013/10/18,06:00:00,-33.3895917,19.3065967
2013/10/18,09:00:00,-33.3962583,19.3232300
2013/10/18,12:00:00,-33.3971550,19.3282333
2013/10/18,15:00:00,-33.3997500,19.3315483
2013/10/18,18:00:00,-33.4063733,19.3442367
2013/10/18,21:00:00,-33.4014600,19.3600233
2013/10/19,00:00:00,-33.4011117,19.3585217
2013/10/19,03:00:00,-33.4010667,19.3588967
2013/10/19,06:00:00,-33.4012167,19.3594750
2013/10/19,09:00:00,-33.4012467,19.3594467
2013/10/19,12:00:00,-33.4008783,19.3578867
2013/10/19,15:00:00,-33.3994417,19.3520383
2013/10/19,18:00:00,-33.4026683,19.3564067
2013/10/19,21:00:00,-33.3975300,19.3497900
2013/10/20,06:00:00,-33.3975733,19.3496917
2013/10/20,09:00:00,-33.3975433,19.3496817
2013/10/20,12:00:00,-33.3977750,19.3495950
2013/10/20,18:00:00,-33.3976083,19.3498467
2013/10/20,21:00:00,-33.3977617,19.3490483
2013/10/21,00:00:00,-33.3975283,19.3497800
2013/10/21,03:00:00,-33.3975167,19.3497783
2013/10/21,06:00:00,-33.3976067,19.3497450
2013/10/21,09:00:00,-33.3975617,19.3497383
2013/10/21,12:00:00,-33.3975417,19.3497700
2013/10/21,18:00:00,-33.3975550,19.3497100
2013/10/21,21:00:00,-33.3976417,19.3496550
2013/10/22,00:00:00,-33.3976117,19.3497200
2013/10/22,03:00:00,-33.3977000,19.3496217
2013/10/22,06:00:00,-33.3975567,19.3497000
2013/10/22,12:00:00,-33.3973900,19.3496267
2013/10/22,18:00:00,-33.3975833,19.3496350
2013/10/22,21:00:00,-33.3973033,19.3495450
2013/10/23,03:00:00,-33.3974533,19.3497083
2013/10/23,06:00:00,-33.3998883,19.3520750
2013/10/23,09:00:00,-33.4001683,19.3521967
2013/10/23,12:00:00,-33.4001350,19.3519517
2013/10/23,18:00:00,-33.3998917,19.3504383
2013/10/23,21:00:00,-33.3999967,19.3505600
2013/10/24,00:00:00,-33.3999800,19.3505500
2013/10/24,03:00:00,-33.3997183,19.3503550
2013/10/24,06:00:00,-33.3999333,19.3505350
2013/10/24,12:00:00,-33.4000333,19.3505633
2013/10/24,18:00:00,-33.4004067,19.3504383
2013/10/24,21:00:00,-33.3996900,19.3507333
2013/10/25,00:00:00,-33.4009117,19.3509800
2013/10/25,03:00:00,-33.4022917,19.3509167
2013/10/25,06:00:00,-33.4019850,19.3449717
2013/10/25,09:00:00,-33.4011767,19.3420967
2013/10/25,15:00:00,-33.3990250,19.3425383
2013/10/26,00:00:00,-33.4006050,19.3439500
2013/10/26,03:00:00,-33.3992833,19.3406417
2013/10/26,06:00:00,-33.4026833,19.3415333
2013/10/26,09:00:00,-33.4073150,19.3499183
2013/10/26,18:00:00,-33.4211083,19.3639550
2013/10/26,21:00:00,-33.4208950,19.3810767
2013/10/27,00:00:00,-33.4264067,19.4004050
2013/10/27,03:00:00,-33.4273583,19.4177967
2013/10/27,06:00:00,-33.4285283,19.4206183
2013/10/27,09:00:00,-33.4293550,19.4279067
2013/10/27,12:00:00,-33.4293700,19.4279917
2013/10/27,15:00:00,-33.4293867,19.4279700
2013/10/27,18:00:00,-33.4289850,19.4307167
2013/10/27,21:00:00,-33.4212983,19.4458350
2013/10/28,00:00:00,-33.4084883,19.4578167
2013/10/28,03:00:00,-33.4075117,19.4599350
2013/10/28,06:00:00,-33.4203833,19.4691617
2013/10/28,09:00:00,-33.4204300,19.4690817
2013/10/28,15:00:00,-33.4224650,19.4738900
2013/10/28,18:00:00,-33.4219367,19.4707267
2013/10/29,00:00:00,-33.4339850,19.4893350
2013/10/29,03:00:00,-33.4382417,19.4926467
2013/10/29,06:00:00,-33.4477150,19.4949333
2013/10/29,12:00:00,-33.4497700,19.5007400
2013/10/29,15:00:00,-33.4498317,19.5007383
2013/10/29,18:00:00,-33.4507567,19.4933767
2013/10/29,21:00:00,-33.4470033,19.4579200
2013/10/30,00:00:00,-33.4297150,19.4191900
2013/10/30,03:00:00,-33.4248567,19.4133233
2013/10/30,06:00:00,-33.4247383,19.4069633
2013/10/30,09:00:00,-33.4288133,19.4018750
2013/10/30,12:00:00,-33.4287550,19.4017533
2013/10/30,15:00:00,-33.4298000,19.3990050
2013/10/30,18:00:00,-33.4268733,19.3897733
2013/10/31,03:00:00,-33.4235617,19.3791150
2013/10/31,06:00:00,-33.4202850,19.3713883
2013/10/31,09:00:00,-33.4211467,19.3667983
2013/10/31,15:00:00,-33.4080067,19.3545067
2013/10/31,18:00:00,-33.4049817,19.3518983
2013/11/1,06:00:00,-33.4051050,19.3521717
2013/11/1,09:00:00,-33.4010250,19.3520500
2013/11/1,12:00:00,-33.4025883,19.3487517
2013/11/1,15:00:00,-33.3981817,19.3424417
2013/11/1,18:00:00,-33.3968067,19.3336750
2013/11/1,21:00:00,-33.3906783,19.3085333
2013/11/2,00:00:00,-33.3907967,19.3086333
2013/11/2,03:00:00,-33.3906950,19.3085833
2013/11/2,06:00:00,-33.3881517,19.3001783
2013/11/2,09:00:00,-33.3881933,19.2997733
2013/11/2,12:00:00,-33.3880300,19.3001633
2013/11/2,15:00:00,-33.3881817,19.2996967
2013/11/2,18:00:00,-33.3855550,19.2994217
2013/11/2,21:00:00,-33.3821300,19.2946117
2013/11/3,00:00:00,-33.3782167,19.2938667
2013/11/3,03:00:00,-33.3638133,19.2855250
2013/11/3,06:00:00,-33.3631817,19.2819433
2013/11/3,18:00:00,-33.3631200,19.2821350
2013/11/3,21:00:00,-33.3524500,19.2849783
2013/11/4,00:00:00,-33.3469083,19.2836217
2013/11/4,03:00:00,-33.3359250,19.2767017
2013/11/4,06:00:00,-33.3291117,19.2758500
2013/11/4,09:00:00,-33.3233417,19.2790017
2013/11/4,12:00:00,-33.3234217,19.2787750
2013/11/4,15:00:00,-33.3234750,19.2787567
2013/11/4,18:00:00,-33.3226500,19.2792950
2013/11/4,21:00:00,-33.3166233,19.2797050
2013/11/5,00:00:00,-33.3033150,19.2851400
2013/11/5,03:00:00,-33.2991150,19.2908133
2013/11/5,06:00:00,-33.2906333,19.2938850
2013/11/5,09:00:00,-33.2898333,19.2939267
2013/11/5,15:00:00,-33.2898300,19.2938117
2013/11/5,18:00:00,-33.2899400,19.2936633
2013/11/5,21:00:00,-33.2902383,19.2933283
2013/11/6,00:00:00,-33.2903833,19.2936417
2013/11/6,03:00:00,-33.2967850,19.2916767
2013/11/6,06:00:00,-33.2970867,19.2907583
2013/11/6,09:00:00,-33.2967183,19.2909183
2013/11/6,12:00:00,-33.2966800,19.2908633
2013/11/6,15:00:00,-33.2967400,19.2904917
2013/11/6,18:00:00,-33.2958017,19.2923450
2013/11/6,21:00:00,-33.3027083,19.2831933
2013/11/7,00:00:00,-33.3191183,19.2803883
2013/11/7,03:00:00,-33.3432550,19.2825933
2013/11/7,06:00:00,-33.3532267,19.2864950
2013/11/7,09:00:00,-33.3531350,19.2866783
2013/11/7,18:00:00,-33.3586867,19.2820733
2013/11/8,00:00:00,-33.3761317,19.2872900
2013/11/8,03:00:00,-33.3815750,19.2944200
2013/11/8,06:00:00,-33.3831633,19.2985883
2013/11/8,09:00:00,-33.3831083,19.2985583
2013/11/8,12:00:00,-33.3829600,19.2986617
2013/11/8,15:00:00,-33.3830283,19.2986867
2013/11/8,18:00:00,-33.3861417,19.2995967
2013/11/8,21:00:00,-33.3946650,19.3248617
2013/11/9,00:00:00,-33.3962767,19.3451500
2013/11/9,03:00:00,-33.3987150,19.3513500
2013/11/9,06:00:00,-33.4052233,19.3627733
2013/11/9,09:00:00,-33.4051700,19.3628600
2013/11/9,12:00:00,-33.4052650,19.3626600
2013/11/9,15:00:00,-33.4048400,19.3621150
2013/11/9,18:00:00,-33.4051783,19.3535950
2013/11/9,21:00:00,-33.3962800,19.3465900
2013/11/10,00:00:00,-33.3972033,19.3423333
2013/11/10,03:00:00,-33.3987250,19.3385517
2013/11/10,06:00:00,-33.3998383,19.3315050
2013/11/10,12:00:00,-33.3969400,19.3206300
2013/11/10,15:00:00,-33.3973467,19.3207000
2013/11/10,18:00:00,-33.3914450,19.3086133
2013/11/10,21:00:00,-33.3827533,19.2995200
2013/11/11,00:00:00,-33.3832117,19.2905767
2013/11/11,03:00:00,-33.3809767,19.2879033
2013/11/11,06:00:00,-33.3797833,19.2867250
2013/11/11,09:00:00,-33.3810733,19.2825400
2013/11/11,12:00:00,-33.3777533,19.2856167
2013/11/11,15:00:00,-33.3813117,19.2870883
2013/11/11,18:00:00,-33.3810467,19.2871083
2013/11/11,21:00:00,-33.3811633,19.2885767
2013/11/12,00:00:00,-33.3811233,19.2881583
2013/11/12,03:00:00,-33.3808867,19.2883850
2013/11/12,09:00:00,-33.3797867,19.2866800
2013/11/12,12:00:00,-33.3797867,19.2866683
2013/11/12,18:00:00,-33.3798467,19.2871533
2013/11/12,21:00:00,-33.3798217,19.2869450
2013/11/13,00:00:00,-33.3792867,19.2876933
2013/11/13,03:00:00,-33.3798167,19.2872367
2013/11/13,09:00:00,-33.3798267,19.2868600
2013/11/13,12:00:00,-33.3741267,19.2791700
2013/11/14,00:00:00,-33.3756250,19.2858367
2013/11/14,03:00:00,-33.3741117,19.2838767
2013/11/14,06:00:00,-33.3740367,19.2838450
2013/11/14,09:00:00,-33.3753367,19.2838000
2013/11/14,12:00:00,-33.3741417,19.2783333
2013/11/14,15:00:00,-33.3779850,19.2786700
2013/11/14,18:00:00,-33.3785800,19.2812533
2013/11/14,21:00:00,-33.3843683,19.2811317
2013/11/15,00:00:00,-33.3857917,19.2823517
2013/11/15,03:00:00,-33.3859950,19.2823867
2013/11/15,06:00:00,-33.3885800,19.2813017
2013/11/15,09:00:00,-33.3884117,19.2811417
2013/11/15,15:00:00,-33.3916750,19.2808683
2013/11/15,18:00:00,-33.4005217,19.2736267
2013/11/15,21:00:00,-33.4081017,19.2722217
2013/11/16,00:00:00,-33.4051550,19.2831067
2013/11/16,03:00:00,-33.4051500,19.2831700
2013/11/16,09:00:00,-33.4092750,19.2845817
2013/11/16,12:00:00,-33.4091567,19.2851167
2013/11/16,15:00:00,-33.4087583,19.2844250
2013/11/16,18:00:00,-33.4087367,19.2844050
2013/11/16,21:00:00,-33.4086300,19.2829200
2013/11/17,00:00:00,-33.4065300,19.2794150
2013/11/17,03:00:00,-33.4065567,19.2792633
2013/11/17,06:00:00,-33.4067050,19.2793433
2013/11/17,09:00:00,-33.4008750,19.2743117
2013/11/17,12:00:00,-33.4062433,19.2727933
2013/11/17,15:00:00,-33.4069483,19.2731883
2013/11/17,18:00:00,-33.4034217,19.2656433
2013/11/17,21:00:00,-33.3863600,19.2770250
2013/11/18,00:00:00,-33.3774800,19.2862433
2013/11/18,03:00:00,-33.3753417,19.2868417
2013/11/18,09:00:00,-33.3745817,19.2830250
2013/11/18,12:00:00,-33.3745433,19.2828150
2013/11/18,15:00:00,-33.3745533,19.2828283
2013/11/18,18:00:00,-33.3693367,19.2858733
2013/11/18,21:00:00,-33.3632100,19.2822700
2013/11/19,00:00:00,-33.3577867,19.2875183
2013/11/19,03:00:00,-33.3494900,19.2872667
2013/11/19,06:00:00,-33.3315467,19.2794967
2013/11/19,09:00:00,-33.3315717,19.2794150
2013/11/19,12:00:00,-33.3316133,19.2793650
2013/11/19,15:00:00,-33.3313667,19.2792933
2013/11/19,18:00:00,-33.3310300,19.2791683
2013/11/19,21:00:00,-33.3258983,19.2787933
2013/11/20,00:00:00,-33.3006100,19.2886800
2013/11/20,03:00:00,-33.2989183,19.2906517
2013/11/20,06:00:00,-33.2988450,19.2904417
2013/11/20,09:00:00,-33.2956900,19.2918917
2013/11/20,12:00:00,-33.2943283,19.2928583
2013/11/20,15:00:00,-33.2884767,19.2949817
2013/11/20,18:00:00,-33.2745400,19.3029650
2013/11/20,21:00:00,-33.2492933,19.3241800
2013/11/21,00:00:00,-33.2378267,19.3336083
2013/11/21,03:00:00,-33.2329033,19.3397550
2013/11/21,06:00:00,-33.2288000,19.3374667
2013/11/21,09:00:00,-33.2262850,19.3374683
2013/11/21,12:00:00,-33.2263233,19.3375517
2013/11/21,15:00:00,-33.2250100,19.3373617
2013/11/21,18:00:00,-33.2257383,19.3364683
2013/11/21,21:00:00,-33.2092017,19.3449017
2013/11/22,00:00:00,-33.2058100,19.3534300
2013/11/22,03:00:00,-33.2017500,19.3529917
2013/11/22,06:00:00,-33.1882433,19.3512200
2013/11/22,09:00:00,-33.1883550,19.3514783
2013/11/22,12:00:00,-33.1932750,19.3598917
2013/11/22,15:00:00,-33.1931183,19.3598683
2013/11/22,18:00:00,-33.1938183,19.3597917
2013/11/22,21:00:00,-33.1797700,19.3664967
2013/11/23,00:00:00,-33.1582167,19.3702233
2013/11/23,03:00:00,-33.1436717,19.3601050
2013/11/23,06:00:00,-33.1412950,19.3445400
2013/11/23,09:00:00,-33.1453767,19.3593333
2013/11/23,12:00:00,-33.1494750,19.3665467
2013/11/23,18:00:00,-33.1562000,19.3697017
2013/11/23,21:00:00,-33.1566500,19.3716733
2013/11/24,00:00:00,-33.1570533,19.3676283
2013/11/24,03:00:00,-33.1633850,19.3697133
2013/11/24,06:00:00,-33.1600050,19.3806467
2013/11/24,15:00:00,-33.1607783,19.3801950
2013/11/24,18:00:00,-33.1606917,19.3803483
2013/11/24,21:00:00,-33.1625400,19.3740033
2013/11/25,00:00:00,-33.1719183,19.3940917
2013/11/25,03:00:00,-33.1807133,19.4149467
2013/11/25,06:00:00,-33.1989183,19.4074733
2013/11/25,09:00:00,-33.1988883,19.4075383
2013/11/25,12:00:00,-33.1988433,19.4074800
2013/11/25,15:00:00,-33.1988467,19.4074233
2013/11/25,18:00:00,-33.1992300,19.4066700
2013/11/25,21:00:00,-33.2168967,19.3986467
2013/11/26,00:00:00,-33.2164533,19.4101767
2013/11/26,03:00:00,-33.2058667,19.4357450
2013/11/26,06:00:00,-33.2150500,19.4617167
2013/11/26,09:00:00,-33.2146867,19.4621333
2013/11/26,12:00:00,-33.2147417,19.4621800
2013/11/26,15:00:00,-33.2147817,19.4621133
2013/11/26,18:00:00,-33.2192767,19.4665700
2013/11/27,00:00:00,-33.2044733,19.4338900
2013/11/27,03:00:00,-33.1890233,19.4219983
2013/11/27,06:00:00,-33.1753533,19.4035233
2013/11/27,09:00:00,-33.1840217,19.3960650
2013/11/27,12:00:00,-33.1839717,19.3960450
2013/11/27,15:00:00,-33.1840483,19.3960467
2013/11/27,18:00:00,-33.1805817,19.3926383
2013/11/27,21:00:00,-33.1729117,19.3852417
2013/11/28,00:00:00,-33.1725867,19.3850033
2013/11/28,03:00:00,-33.1728733,19.3851800
2013/11/28,06:00:00,-33.1727200,19.3855317
2013/11/28,09:00:00,-33.1727133,19.3854450
2013/11/28,12:00:00,-33.1727100,19.3855433
2013/11/28,15:00:00,-33.1728117,19.3852833
2013/11/28,18:00:00,-33.1727350,19.3852267
2013/11/28,21:00:00,-33.1641533,19.3752267
2013/11/29,00:00:00,-33.1480350,19.3642317
2013/11/29,03:00:00,-33.1432067,19.3444367
2013/11/29,06:00:00,-33.1229967,19.3472633
2013/11/29,09:00:00,-33.1225883,19.3468433
2013/11/29,12:00:00,-33.1226550,19.3469633
2013/11/29,15:00:00,-33.1226550,19.3469100
2013/11/29,18:00:00,-33.1225850,19.3473683
2013/11/29,21:00:00,-33.1143983,19.3576850
2013/11/30,00:00:00,-33.1143417,19.3577150
2013/11/30,03:00:00,-33.1168750,19.3457967
2013/11/30,06:00:00,-33.1226850,19.3468217
2013/11/30,12:00:00,-33.1303783,19.3447217
2013/11/30,18:00:00,-33.1227167,19.3468017
2013/11/30,21:00:00,-33.1191983,19.3453917
2013/12/1,00:00:00,-33.1216750,19.3472167
2013/12/1,03:00:00,-33.1474917,19.3573467
2013/12/1,06:00:00,-33.1559467,19.3701217
2013/12/1,09:00:00,-33.1559250,19.3699850
2013/12/1,12:00:00,-33.1560367,19.3701283
2013/12/1,15:00:00,-33.1560250,19.3700433
2013/12/1,18:00:00,-33.1545950,19.3722967
2013/12/1,18:00:00,-33.1545950,19.3722967
2013/12/1,21:00:00,-33.1629867,19.3678067
2013/12/1,21:00:00,-33.1629867,19.3678067
2013/12/2,00:00:00,-33.1797983,19.3652883
2013/12/2,00:00:00,-33.1797983,19.3652883
2013/12/2,03:00:00,-33.1986767,19.3444683
2013/12/2,03:00:00,-33.1986767,19.3444683
2013/12/2,06:00:00,-33.1988000,19.3439933
2013/12/2,06:00:00,-33.1988000,19.3439933
2013/12/2,09:00:00,-33.1986567,19.3441650
2013/12/2,09:00:00,-33.1986567,19.3441650
2013/12/2,12:00:00,-33.1985533,19.3442867
2013/12/2,12:00:00,-33.1985533,19.3442867
2013/12/2,15:00:00,-33.1985383,19.3441933
2013/12/2,15:00:00,-33.1985383,19.3441933
2013/12/2,18:00:00,-33.1985617,19.3431367
2013/12/2,18:00:00,-33.1985617,19.3431367
2013/12/2,21:00:00,-33.1987700,19.3410683
2013/12/2,21:00:00,-33.1987700,19.3410683
2013/12/3,00:00:00,-33.1990833,19.3395600
2013/12/3,03:00:00,-33.1995967,19.3397817
2013/12/3,06:00:00,-33.1994783,19.3400200
2013/12/3,09:00:00,-33.1992900,19.3398567
2013/12/3,12:00:00,-33.1993217,19.3399200
2013/12/3,15:00:00,-33.1993883,19.3397967
2013/12/3,18:00:00,-33.1992500,19.3398717
2013/12/3,21:00:00,-33.1990633,19.3400200
2013/12/4,00:00:00,-33.1989617,19.3398083
2013/12/4,03:00:00,-33.1990950,19.3400333
