LMT Date,LMT Time,Latitude,Longitude,Elevation,,,
2013/6/15,00:00:00,-34.1440833,19.1204533,,,,
2013/6/15,03:00:00,-34.1441767,19.1211500,119,,,
2013/6/15,06:00:00,-34.1456450,19.1196517,524,,,
2013/6/15,09:00:00,-34.1405933,19.1046783,656,,,
2013/6/15,12:00:00,-34.1398033,19.1003733,541,,,
2013/6/15,15:00:00,-34.1398683,19.1003967,527,,,
2013/6/15,18:00:00,-34.1319167,19.0896133,683,,,
2013/6/15,21:00:00,-34.1166833,19.0597067,454,,,
2013/6/16,00:00:00,-34.1067333,19.0503867,486,,,
2013/6/16,03:00:00,-34.0921450,19.0116983,591,,,
2013/6/16,06:00:00,-34.0938217,18.9908683,868,,,
2013/6/16,09:00:00,-34.0963750,18.9636433,808,,,
2013/6/16,12:00:00,-34.0870583,18.9652183,622,,,
2013/6/16,15:00:00,-34.0805183,18.9652867,797,,,
2013/6/16,18:00:00,-34.0794300,18.9689767,1011,,,
2013/6/16,21:00:00,-34.0830583,18.9690117,809,,,
2013/6/17,03:00:00,-34.0872400,18.9651983,663,,,
2013/6/17,06:00:00,-34.0941850,18.9647883,814,,,
2013/6/17,09:00:00,-34.0967550,18.9636683,800,,,
2013/6/17,12:00:00,-34.1006917,18.9641733,816,,,
2013/6/17,15:00:00,-34.1008017,18.9635800,862,,,
2013/6/17,18:00:00,-34.1053633,18.9627450,779,,,
2013/6/17,21:00:00,-34.1070350,18.9872717,729,,,
2013/6/18,00:00:00,-34.1050667,18.9899733,858,,,
2013/6/18,03:00:00,-34.1048267,18.9953067,899,,,
2013/6/18,06:00:00,-34.0972017,18.9920867,907,,,
2013/6/18,09:00:00,-34.0855217,18.9912517,971,,,
2013/6/18,12:00:00,-34.0855150,18.9911633,982,,,
2013/6/18,15:00:00,-34.0833133,18.9938833,736,,,
2013/6/18,21:00:00,-34.0856583,19.0123583,713,,,
2013/6/19,00:00:00,-34.0828350,19.0250450,608,,,
2013/6/19,03:00:00,-34.0894683,19.0476833,532,,,
2013/6/19,06:00:00,-34.1102150,19.0610983,483,,,
2013/6/19,09:00:00,-34.1134533,19.0712350,759,,,
2013/6/19,12:00:00,-34.1122400,19.0757550,847,,,
2013/6/19,15:00:00,-34.1122400,19.0757533,844,,,
2013/6/19,18:00:00,-34.1103017,19.0897333,869,,,
2013/6/19,21:00:00,-34.1003050,19.1268150,540,,,
2013/6/20,00:00:00,-34.0891467,19.1333233,368,,,
2013/6/20,03:00:00,-34.1138833,19.1424050,704,,,
2013/6/20,09:00:00,-34.1349783,19.1616517,774,,,
2013/6/20,12:00:00,-34.1349717,19.1615283,748,,,
2013/6/20,15:00:00,-34.1349883,19.1615667,742,,,
2013/6/20,18:00:00,-34.1304717,19.1774633,519,,,
2013/6/20,21:00:00,-34.1486650,19.2103000,362,,,
2013/6/21,00:00:00,-34.1570917,19.2451567,223,,,
2013/6/21,03:00:00,-34.1538450,19.2500683,167,,,
2013/6/21,06:00:00,-34.1547717,19.2495050,186,,,
2013/6/21,09:00:00,-34.1538000,19.2511217,155,,,
2013/6/21,15:00:00,-34.1543867,19.2501867,168,,,
2013/6/21,18:00:00,-34.1543650,19.2501783,155,,,
2013/6/21,21:00:00,-34.1543433,19.2501450,174,,,
2013/6/22,00:00:00,-34.1541750,19.2505733,159,,,
2013/6/22,03:00:00,-34.1409983,19.2577667,148,,,
2013/6/22,06:00:00,-34.1403583,19.2635517,212,,,
2013/6/22,09:00:00,-34.1488500,19.2693767,240,,,
2013/6/22,12:00:00,-34.1473467,19.2713050,212,,,
2013/6/22,15:00:00,-34.1488250,19.2689950,252,,,
2013/6/22,18:00:00,-34.1488150,19.2685850,261,,,
2013/6/22,21:00:00,-34.1484650,19.2666800,250,,,
2013/6/23,00:00:00,-34.1484433,19.2668317,263,,,
2013/6/23,03:00:00,-34.1483717,19.2668733,263,,,
2013/6/23,06:00:00,-34.1488283,19.2693800,232,,,
2013/6/23,09:00:00,-34.1488600,19.2693967,234,,,
2013/6/23,12:00:00,-34.1487817,19.2693717,257,,,
2013/6/23,15:00:00,-34.1488050,19.2695600,254,,,
2013/6/23,18:00:00,-34.1487150,19.2685667,259,,,
2013/6/23,21:00:00,-34.1540933,19.2504783,162,,,
2013/6/24,00:00:00,-34.1508950,19.2495517,170,,,
2013/6/24,03:00:00,-34.1508483,19.2495167,168,,,
2013/6/24,06:00:00,-34.1510333,19.2492500,143,,,
2013/6/24,09:00:00,-34.1410533,19.2578633,139,,,
2013/6/24,12:00:00,-34.1408133,19.2579383,184,,,
2013/6/24,15:00:00,-34.1410500,19.2579017,144,,,
2013/6/24,18:00:00,-34.1432850,19.2545017,126,,,
2013/6/24,21:00:00,-34.1438967,19.2513867,140,,,
2013/6/25,00:00:00,-34.1446033,19.2492350,110,,,
2013/6/25,03:00:00,-34.1442717,19.2512500,113,,,
2013/6/25,06:00:00,-34.1424450,19.2561300,126,,,
2013/6/25,12:00:00,-34.1300650,19.2614850,299,,,
2013/6/25,15:00:00,-34.1294633,19.2617750,266,,,
2013/6/25,18:00:00,-34.1192850,19.2617867,265,,,
2013/6/25,21:00:00,-34.1211083,19.2465800,203,,,
2013/6/26,00:00:00,-34.1198117,19.2363183,151,,,
2013/6/26,03:00:00,-34.1281333,19.2162983,242,,,
2013/6/26,06:00:00,-34.1272550,19.2133100,328,,,
2013/6/26,09:00:00,-34.1314800,19.1976617,467,,,
2013/6/26,12:00:00,-34.1315017,19.1976183,487,,,
2013/6/26,15:00:00,-34.1298383,19.1997517,453,,,
2013/6/26,18:00:00,-34.1298617,19.1996317,450,,,
2013/6/26,21:00:00,-34.1299333,19.1991750,462,,,
2013/6/27,00:00:00,-34.1322600,19.1832783,515,,,
2013/6/27,03:00:00,-34.1322100,19.1832683,518,,,
2013/6/27,06:00:00,-34.1298100,19.1997800,446,,,
2013/6/27,09:00:00,-34.1306167,19.1849133,483,,,
2013/6/27,12:00:00,-34.1307183,19.1848917,503,,,
2013/6/27,15:00:00,-34.1307450,19.1848633,501,,,
2013/6/27,18:00:00,-34.1335700,19.1830650,540,,,
2013/6/27,21:00:00,-34.1546717,19.1658217,804,,,
2013/6/28,00:00:00,-34.1588067,19.1392617,630,,,
2013/6/28,03:00:00,-34.1547583,19.1139983,386,,,
2013/6/28,06:00:00,-34.1419067,19.0978950,433,,,
2013/6/28,09:00:00,-34.1280317,19.0864050,664,,,
2013/6/28,12:00:00,-34.1251783,19.0857567,838,,,
2013/6/28,15:00:00,-34.1245033,19.0853633,907,,,
2013/6/28,18:00:00,-34.1202650,19.0841267,838,,,
2013/6/28,21:00:00,-34.1001200,19.0337017,430,,,
2013/6/29,00:00:00,-34.0849650,19.0033467,786,,,
2013/6/29,00:00:00,-34.0849650,19.0033467,786,,,
2013/6/29,03:00:00,-34.0711167,19.0034983,1134,,,
2013/6/29,03:00:00,-34.0711167,19.0034983,1134,,,
2013/6/29,06:00:00,-34.0630733,19.0258133,1068,,,
2013/6/29,06:00:00,-34.0630733,19.0258133,1068,,,
2013/6/29,12:00:00,-34.0592217,19.0350033,1026,,,
2013/6/29,12:00:00,-34.0592217,19.0350033,1026,,,
2013/6/29,15:00:00,-34.0592300,19.0350183,1018,,,
2013/6/29,15:00:00,-34.0592300,19.0350183,1018,,,
2013/6/29,21:00:00,-34.0583833,19.0062583,1061,,,
2013/6/30,00:00:00,-34.0807567,18.9972217,825,,,
2013/6/30,03:00:00,-34.0872167,18.98815,1116,,,
2013/6/30,06:00:00,-34.0871633,18.9881833,1090,,,
2013/6/30,12:00:00,-34.082315,18.9758883,,,,
2013/6/30,15:00:00,-34.0908317,18.976775,1315,,,
2013/6/30,18:00:00,-34.0925883,18.9968683,796,,,
2013/6/30,21:00:00,-34.1061867,19.0094033,410,,,
2013/7/1,00:00:00,-34.1126233,19.0181067,345,,,
2013/7/1,03:00:00,-34.1068433,19.0368083,355,,,
2013/7/1,06:00:00,-34.1120417,19.0576283,301,,,
2013/7/1,12:00:00,-34.1115233,19.0579683,371,,,
2013/7/1,18:00:00,-34.1123983,19.0591017,118,,,
2013/7/2,00:00:00,-34.1111617,19.0576950,524,,,
2013/7/2,03:00:00,-34.1116600,19.0578200,368,,,
2013/7/2,06:00:00,-34.1116150,19.0578733,365,,,
2013/7/2,09:00:00,-34.1116667,19.0578517,357,,,
2013/7/2,12:00:00,-34.1116717,19.0580350,329,,,
2013/7/2,15:00:00,-34.1115417,19.0577217,384,,,
2013/7/2,18:00:00,-34.1115950,19.0578817,380,,,
2013/7/3,00:00:00,-34.1115500,19.0578950,356,,,
2013/7/3,03:00:00,-34.1116250,19.0579817,341,,,
2013/7/3,06:00:00,-34.1115750,19.0579383,356,,,
2013/7/3,09:00:00,-34.1128333,19.0706750,745,,,
2013/7/3,12:00:00,-34.1130600,19.0716717,806,,,
2013/7/3,15:00:00,-34.1131300,19.0716483,799,,,
2013/7/3,18:00:00,-34.1104817,19.0782600,878,,,
2013/7/3,21:00:00,-34.0815200,19.0646317,488,,,
2013/7/4,00:00:00,-34.0665800,19.0662500,562,,,
2013/7/4,03:00:00,-34.0601183,19.0597550,614,,,
2013/7/4,06:00:00,-34.0529783,19.0692683,377,,,
2013/7/4,09:00:00,-34.0548800,19.0691833,452,,,
2013/7/4,12:00:00,-34.0555767,19.0696867,558,,,
2013/7/4,15:00:00,-34.0564533,19.0717567,672,,,
2013/7/4,18:00:00,-34.0553833,19.0736167,720,,,
2013/7/4,21:00:00,-34.0429050,19.0657350,699,,,
2013/7/5,00:00:00,-34.0426950,19.0482183,671,,,
2013/7/5,03:00:00,-34.0502133,19.0384900,740,,,
2013/7/5,06:00:00,-34.0598017,19.0327683,1070,,,
2013/7/5,09:00:00,-34.0662050,19.0116300,1054,,,
2013/7/5,12:00:00,-34.0656750,19.0109033,1076,,,
2013/7/5,15:00:00,-34.0731350,19.0021183,1151,,,
2013/7/5,18:00:00,-34.0811300,18.9968017,794,,,
2013/7/5,21:00:00,-34.0989000,19.0057967,623,,,
2013/7/6,00:00:00,-34.1094050,19.0329533,436,,,
2013/7/6,06:00:00,-34.1284417,19.0831500,526,,,
2013/7/6,09:00:00,-34.1283533,19.0831883,549,,,
2013/7/6,12:00:00,-34.1276883,19.0861617,700,,,
2013/7/6,15:00:00,-34.1276650,19.0861583,695,,,
2013/7/7,00:00:00,-34.1609683,19.1223750,431,,,
2013/7/7,03:00:00,-34.1914333,19.1533583,458,,,
2013/7/7,06:00:00,-34.2007100,19.1740150,446,,,
2013/7/7,15:00:00,-34.2077600,19.1867467,167,,,
2013/7/7,18:00:00,-34.2048483,19.1901650,432,,,
2013/7/7,21:00:00,-34.2027717,19.2364050,144,,,
2013/7/8,00:00:00,-34.1968783,19.2402333,183,,,
2013/7/8,03:00:00,-34.1968250,19.2402583,195,,,
2013/7/8,06:00:00,-34.1965233,19.2411167,168,,,
2013/7/8,12:00:00,-34.1950517,19.2417067,134,,,
2013/7/8,15:00:00,-34.1948900,19.2421200,164,,,
2013/7/8,18:00:00,-34.1958333,19.2413267,176,,,
2013/7/8,21:00:00,-34.1927300,19.2132867,190,,,
2013/7/9,00:00:00,-34.1925983,19.2118950,196,,,
2013/7/9,03:00:00,-34.1925850,19.2119833,214,,,
2013/7/9,06:00:00,-34.1936000,19.2075433,315,,,
2013/7/9,09:00:00,-34.1860167,19.1926767,599,,,
2013/7/9,12:00:00,-34.1859583,19.1926967,613,,,
2013/7/9,15:00:00,-34.1860350,19.1926867,602,,,
2013/7/9,18:00:00,-34.1905150,19.1847267,784,,,
2013/7/9,21:00:00,-34.2151883,19.1654300,371,,,
2013/7/10,00:00:00,-34.2163400,19.1366083,419,,,
2013/7/10,03:00:00,-34.2224767,19.1020917,393,,,
2013/7/10,06:00:00,-34.2368783,19.1365067,315,,,
2013/7/10,09:00:00,-34.2391433,19.1381317,477,,,
2013/7/10,12:00:00,-34.2391917,19.1381300,499,,,
2013/7/10,15:00:00,-34.2390967,19.1379617,483,,,
2013/7/10,18:00:00,-34.2391483,19.1378283,461,,,
2013/7/10,21:00:00,-34.2414933,19.1478533,467,,,
2013/7/11,00:00:00,-34.2414967,19.1478617,476,,,
2013/7/11,03:00:00,-34.2414433,19.1478833,481,,,
2013/7/11,06:00:00,-34.2414983,19.1478400,467,,,
2013/7/11,09:00:00,-34.2415083,19.1478417,468,,,
2013/7/11,12:00:00,-34.2415150,19.1486350,478,,,
2013/7/11,15:00:00,-34.2425433,19.1518300,120,,,
2013/7/11,18:00:00,-34.2416100,19.1485917,469,,,
2013/7/11,21:00:00,-34.2383567,19.1601733,546,,,
2013/7/12,00:00:00,-34.2379350,19.1629867,496,,,
2013/7/12,03:00:00,-34.2379700,19.1630500,496,,,
2013/7/12,06:00:00,-34.2379783,19.1628917,445,,,
2013/7/12,09:00:00,-34.2371767,19.1610533,522,,,
2013/7/12,12:00:00,-34.2372217,19.1616517,528,,,
2013/7/12,15:00:00,-34.2375933,19.1620967,522,,,
2013/7/12,18:00:00,-34.2375617,19.1620000,528,,,
2013/7/12,21:00:00,-34.2234833,19.1405600,554,,,
2013/7/13,00:00:00,-34.2165733,19.1479183,452,,,
2013/7/13,03:00:00,-34.2172017,19.1495067,473,,,
2013/7/13,06:00:00,-34.2128517,19.1813567,176,,,
2013/7/13,09:00:00,-34.2061417,19.1868000,219,,,
2013/7/13,15:00:00,-34.2022767,19.1933750,139,,,
2013/7/13,18:00:00,-34.2022533,19.1920050,489,,,
2013/7/13,21:00:00,-34.1838783,19.2099317,242,,,
2013/7/14,00:00:00,-34.1471133,19.2028950,318,,,
2013/7/14,03:00:00,-34.1218667,19.2117000,299,,,
2013/7/14,06:00:00,-34.1219150,19.2110467,246,,,
2013/7/14,09:00:00,-34.1219433,19.2114350,298,,,
2013/7/14,12:00:00,-34.1218317,19.2113433,306,,,
2013/7/14,15:00:00,-34.1218850,19.2112683,298,,,
2013/7/14,18:00:00,-34.1218417,19.2117350,307,,,
2013/7/14,21:00:00,-34.1218817,19.2117367,289,,,
2013/7/15,00:00:00,-34.1219467,19.2116567,306,,,
2013/7/15,03:00:00,-34.1219383,19.2117000,301,,,
2013/7/15,06:00:00,-34.1216383,19.2102600,280,,,
2013/7/15,09:00:00,-34.1307867,19.1850700,491,,,
2013/7/15,12:00:00,-34.1307383,19.1849683,503,,,
2013/7/15,15:00:00,-34.1308100,19.1850417,493,,,
2013/7/15,18:00:00,-34.1308083,19.1847883,507,,,
2013/7/15,21:00:00,-34.1257883,19.1870883,424,,,
2013/7/16,00:00:00,-34.1281233,19.1812167,434,,,
2013/7/16,03:00:00,-34.1260900,19.1419350,715,,,
2013/7/16,06:00:00,-34.1086600,19.1170983,755,,,
2013/7/16,09:00:00,-34.1141883,19.1002033,730,,,
2013/7/16,12:00:00,-34.1141117,19.1001950,754,,,
2013/7/16,15:00:00,-34.1141383,19.1002567,734,,,
2013/7/16,18:00:00,-34.1155883,19.0921900,912,,,
2013/7/16,21:00:00,-34.0983200,19.0413183,525,,,
2013/7/17,00:00:00,-34.0844717,19.0024167,792,,,
2013/7/17,03:00:00,-34.0766667,18.9947383,1032,,,
2013/7/17,06:00:00,-34.0855567,18.9911533,982,,,
2013/7/17,09:00:00,-34.0794167,18.9675283,954,,,
2013/7/17,12:00:00,-34.0851950,18.9645117,630,,,
2013/7/17,15:00:00,-34.0851850,18.9644750,633,,,
2013/7/17,18:00:00,-34.0899250,18.9628350,642,,,
2013/7/17,21:00:00,-34.1069583,18.9871717,728,,,
2013/7/18,00:00:00,-34.1085733,19.0140217,368,,,
2013/7/18,03:00:00,-34.1149583,19.0576400,377,,,
2013/7/18,06:00:00,-34.1260400,19.0743067,,,,
2013/7/18,09:00:00,-34.1290383,19.0722333,411,,,
2013/7/18,12:00:00,-34.1290067,19.0722383,429,,,
2013/7/18,15:00:00,-34.1290950,19.0721833,422,,,
2013/7/18,18:00:00,-34.1285033,19.0723683,442,,,
2013/7/19,00:00:00,-34.1284800,19.0723633,422,,,
2013/7/19,03:00:00,-34.1284717,19.0724483,442,,,
2013/7/19,06:00:00,-34.1284917,19.0723017,447,,,
2013/7/19,09:00:00,-34.1282733,19.0832383,543,,,
2013/7/19,12:00:00,-34.1276550,19.0863000,685,,,
2013/7/20,00:00:00,-34.1262917,19.0861000,921,,,
2013/7/20,03:00:00,-34.1293633,19.1067450,1078,,,
2013/7/20,06:00:00,-34.1220850,19.1514583,612,,,
2013/7/20,09:00:00,-34.1287983,19.1808350,454,,,
2013/7/20,12:00:00,-34.1286583,19.1809667,464,,,
2013/7/20,15:00:00,-34.1270517,19.1820050,423,,,
2013/7/20,18:00:00,-34.1278317,19.1961817,496,,,
2013/7/20,21:00:00,-34.1243833,19.2092517,305,,,
2013/7/21,00:00:00,-34.1242000,19.2084050,293,,,
2013/7/21,03:00:00,-34.1240283,19.2092683,296,,,
2013/7/21,06:00:00,-34.1328050,19.2008717,441,,,
2013/7/21,09:00:00,-34.1551000,19.1937933,386,,,
2013/7/21,12:00:00,-34.1556533,19.1937083,409,,,
2013/7/21,15:00:00,-34.1556850,19.1936800,398,,,
2013/7/21,18:00:00,-34.1594983,19.1920933,433,,,
2013/7/21,21:00:00,-34.1549567,19.2198383,332,,,
2013/7/22,00:00:00,-34.1353717,19.2604850,289,,,
2013/7/22,03:00:00,-34.0980700,19.2905533,468,,,
2013/7/22,06:00:00,-34.0880217,19.3000883,271,,,
2013/7/22,09:00:00,-34.0879800,19.3001667,267,,,
2013/7/22,12:00:00,-34.0854783,19.3004183,426,,,
2013/7/22,15:00:00,-34.0800233,19.3054317,412,,,
